"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2009",1620552.64986988,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2010",1623192.80966851,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2011",1609972.45393609,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2012",1562329.22839607,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2013",1539900.65720642,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2014",1561211.48552975,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2015",1621088.20365239,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2016",1670228.27192725,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2017",1719894.86779728,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2018",1761689.12393725,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2019",1796045.80170432,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2020",1601370.49739559,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2021",1695208.11091089,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2022",1801260.0244267,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2023",1849498,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2024",1884512,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2025",1919073,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2026",1954706,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2027",1990256,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2028",2025509,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2029",2060259,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2030",2094327,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2031",2127579,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2032",2159798,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2033",2190789,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2034",2220344,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2035",2248276,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2036",2274444,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2037",2298676,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2038",2320987,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2039",2341514,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2040",2360514,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2041",2378336,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2042",2395291,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2043",2411801,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2044",2428338,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2045",2445399,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2046",2463438,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2047",2482707,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2048",2503407,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2049",2525708,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2050",2549794,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2051",2575841,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2052",2603835,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2053",2633739,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2054",2665510,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2055",2699139,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2056",2734626,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2057",2771801,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2058",2810457,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2059",2850397,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2060",2891496,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1990",281506.544263614,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1991",278280.550030926,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1992",275056.411787131,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1993",269374.801480704,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1994",279621.031268181,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1995",291244.116637254,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1996",295874.557586803,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1997",305539.37928369,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1998",318452.399103213,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","1999",331193.130673512,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2000",347413.919116755,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2001",353020.90188061,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2002",360839.556048222,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2003",369684.894851925,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2004",383686.345426923,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2005",394651.358060533,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2006",413934.484663027,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2007",428707.658129471,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2008",426078.060810276,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2009",408033.897029477,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2010",431322.233322306,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2011",445355.282163096,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2012",444143.462769722,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2013",449164.997009001,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2014",461519.090127041,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2015",481007.760858495,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2016",489942.921617746,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2017",503755.922207573,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2018",514117.04536149,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2019",521348.28258797,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2020",505766.918723328,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2021",525678.864463023,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2022",543599.3042075,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2023",556407.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2024",567691.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2025",578430.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2026",588965.9,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2027",599451.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2028",609950.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2029",620425.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2030",630856.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2031",641247.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2032",651609.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2033",661973.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2034",672365.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2035",682797.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2036",693264.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2037",703745.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2038",714243.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2039",724774.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2040",735362.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2041",746043.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2042",756853.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2043",767801.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2044",778883.9,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2045",790085.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2046",801398.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2047",812803.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2048",824290.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2049",835845.8,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2050",847459.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2051",859131.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2052",870868.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2053",882688.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2054",894612.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2055",906675.8,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2056",918926.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2057",931400.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2058",944134.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2059",957139,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2060",970403.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1990",367328.731518619,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1991",364227.691031452,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1992",363417.121831138,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1993",362711.853790168,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1994",367341.126016543,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1995",369451.201428469,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1996",371511.503351397,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1997",379826.257554719,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1998",391335.380737684,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","1999",397899.466990935,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2000",414118.792284562,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2001",420916.638598561,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2002",421048.511435249,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2003",420727.484925226,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2004",431772.434075616,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2005",444096.51639866,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2006",462502.753244189,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2007",481282.906275397,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2008",494049.723219629,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2009",483917.241177063,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2010",499395.508860148,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2011",508961.203841199,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2012",515774.085425134,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2013",525330.424699831,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2014",538066.358582992,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2015",546868.930892476,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2016",557725.407844098,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2017",566940.745221521,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2018",584158.317679239,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2019",590667.301510649,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2020",573047.109024132,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2021",591616.581954275,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2022",608673.899691277,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2023",619900.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2024",629602.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2025",639031.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2026",648599.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2027",658358.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2028",668280.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2029",678313.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2030",688435.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2031",698649.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2032",708964.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2033",719396.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2034",729958.9,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2035",740668.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2036",751536.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2037",762582.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2038",773813,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2039",785231.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2040",796838.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2041",808636.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2042",820636.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2043",832839.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2044",845245,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2045",857854.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2046",870671,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2047",883718.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2048",897011.2,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2049",910563.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2050",924387.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2051",938496.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2052",952886.9,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2053",967578.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2054",982591.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2055",997946.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2056",1013665,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2057",1029769,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2058",1046275,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2059",1063189,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2060",1080500,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1990",673528.493942576,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1991",679768.82794893,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1992",720448.14117268,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1993",778386.729023888,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1994",735920.571031356,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1995",788842.227744473,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1996",844103.145572958,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1997",907653.983166426,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1998",935717.412493979,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","1999",905183.374794304,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2000",967941.909097348,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2001",912285.186638743,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2002",971106.798545651,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2003",1027073.68623666,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2004",1127685.17139656,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2005",1229090.06168808,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2006",1314487.08890437,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2007",1380783.35154717,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2008",1392037.07542237,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2009",1324896.98277525,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2010",1436547.43519757,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2011",1597442.33618495,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2012",1673935.74507641,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2013",1815982.86948274,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2014",1905687.25009428,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2015",2021638.54314895,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2016",2088819.29349915,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2017",2245522.46336802,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2018",2311966.72647459,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2019",2333156.70613771,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2020",2374142.12112489,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2021",2509908.21832779,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2022",2594843.56490543,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2023",2735504,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2024",2884928,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2025",3030335,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2026",3167150,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2027",3295407,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2028",3418019,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2029",3536888,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2030",3653265,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2031",3767951,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2032",3881408,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2033",3993909,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2034",4105644,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2035",4216853,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2036",4327888,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2037",4439076,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2038",4550676,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2039",4662909,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2040",4775883,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2041",4889728,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2042",5004384,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2043",5119824,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2044",5235887,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2045",5352433,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2046",5469225,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2047",5585990,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2048",5702489,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2049",5818536,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2050",5933944,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2051",6048625,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2052",6162534,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2053",6275708,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2054",6388256,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2055",6500397,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2056",6612466,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2057",6724755,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2058",6837699,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2059",6951846,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2060",7067842,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1990",1655620.83096961,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1991",1637357.65962921,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1992",1643924.10171952,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1993",1684866.04445113,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1994",1749666.60256787,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1995",1793958.2173282,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1996",1838655.31870253,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1997",1930135.26864965,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1998",2001700.26566487,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","1999",2067658.96949519,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2000",2140156.99256538,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2001",2198589.10539999,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2002",2246492.12769573,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2003",2321117.93838255,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2004",2374185.15140112,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2005",2444358.74618903,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2006",2510204.89019004,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2007",2569458.82539283,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2008",2562297.03673547,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2009",2456885.43466243,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2010",2507842.48991716,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2011",2539835.24814774,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2012",2576163.59402036,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2013",2632482.83680608,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2014",2707843.67673969,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2015",2771831.9054859,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2016",2819573.54682156,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2017",2868642.85168601,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2018",2904575.20394228,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2019",2946234.54606789,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2020",2656128.5378153,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2021",2848040.89052592,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2022",3005308.58046365,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2023",3075237,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2024",3121279,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2025",3162138,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2026",3202893,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2027",3244768,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2028",3287691,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2029",3331140,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2030",3374652,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2031",3417955,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2032",3460916,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2033",3503551,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2034",3545934,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2035",3588162,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2036",3630335,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2037",3672596,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2038",3715014,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2039",3757626,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2040",3800457,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2041",3843554,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2042",3886992,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2043",3930816,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2044",3975040,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2045",4019669,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2046",4064725,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2047",4110190,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2048",4156066,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2049",4202370,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2050",4249172,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2051",4296597,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2052",4344710,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2053",4393623,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2054",4443458,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2055",4494356,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2056",4546474,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2057",4599875,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2058",4654600,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2059",4710636,
"GBR","GDPLTFORECAST","TOT","MLN_USD","A","2060",4767945,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1990",9798433.36140019,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1991",9787825.40356481,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1992",10132595.9340478,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1993",10411531.3182687,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1994",10830994.3534018,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1995",11121729.0865358,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1996",11541296.7443761,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1997",12054563.7140756,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1998",12594777.5697872,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","1999",13193437.3315113,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2000",13737993.5526835,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2001",13875146.3366196,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2002",14116809.3583024,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2003",14520719.9664599,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2004",15072347.374852,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2005",15601870.3592328,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2006",16047299.4424984,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2007",16348375.0840077,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2008",16326046.5058463,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2009",15911894.1193285,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2010",16319838.1944036,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2011",16572931.7699568,
"USA","GDPLTFORECAST","TOT","MLN_USD","A","2012",16945747.724877,
